fund_id,nav_date,nav_value,daily_return,rolling_30d_vol
MF_EQUITY_001,2023-07-17,87.3146,-0.003781,0.159632
MF_EQUITY_001,2023-07-18,87.941,0.007173,0.16011
MF_EQUITY_001,2023-07-19,89.0865,0.013026,0.161626
MF_EQUITY_001,2023-07-20,89.6939,0.006817,0.160858
MF_EQUITY_001,2023-07-21,91.2067,0.016867,0.166049
MF_EQUITY_001,2023-07-24,94.0314,0.03097,0.18453
MF_EQUITY_001,2023-07-25,93.7122,-0.003394,0.184915
MF_EQUITY_001,2023-07-26,93.5276,-0.00197,0.178751
MF_EQUITY_001,2023-07-27,91.9581,-0.01678,0.185076
MF_EQUITY_001,2023-07-28,93.3181,0.014789,0.187071
MF_EQUITY_001,2023-07-31,94.8198,0.016093,0.186158
MF_EQUITY_001,2023-08-01,93.8806,-0.009906,0.186953
MF_EQUITY_001,2023-08-02,94.6233,0.007912,0.182952
MF_EQUITY_001,2023-08-03,96.0526,0.015105,0.181676
MF_EQUITY_001,2023-08-04,96.3614,0.003215,0.177144
MF_EQUITY_001,2023-08-07,97.3895,0.010669,0.178072
MF_EQUITY_001,2023-08-08,97.6425,0.002598,0.17583
MF_EQUITY_001,2023-08-09,96.2655,-0.014102,0.182371
MF_EQUITY_001,2023-08-10,97.5259,0.013092,0.177183
MF_EQUITY_001,2023-08-11,99.1254,0.016401,0.179901
MF_EQUITY_001,2023-08-14,100.0487,0.009314,0.180463
MF_EQUITY_001,2023-08-15,98.9527,-0.010954,0.184192
MF_EQUITY_001,2023-08-16,98.1102,-0.008514,0.18684
MF_EQUITY_001,2023-08-17,96.8284,-0.013065,0.185981
MF_EQUITY_001,2023-08-18,97.7715,0.00974,0.186672
MF_EQUITY_001,2023-08-21,99.3085,0.015721,0.185551
MF_EQUITY_001,2023-08-22,99.8641,0.005594,0.185238
MF_EQUITY_001,2023-08-23,101.0411,0.011786,0.185894
MF_EQUITY_001,2023-08-24,100.0396,-0.009912,0.188903
MF_EQUITY_001,2023-08-25,100.2647,0.00225,0.184123
MF_EQUITY_001,2023-08-28,98.6667,-0.015938,0.192106
MF_EQUITY_001,2023-08-29,97.8022,-0.008761,0.195451
MF_EQUITY_001,2023-08-30,98.8823,0.011044,0.194705
MF_EQUITY_001,2023-08-31,98.6475,-0.002375,0.19519
MF_EQUITY_001,2023-09-01,100.1284,0.015013,0.194137
MF_EQUITY_001,2023-09-04,100.8249,0.006956,0.175893
MF_EQUITY_001,2023-09-05,104.1837,0.033313,0.196388
MF_EQUITY_001,2023-09-06,104.353,0.001625,0.195776
MF_EQUITY_001,2023-09-07,102.644,-0.016377,0.195412
MF_EQUITY_001,2023-09-08,102.6528,8.6e-05,0.19282
MF_EQUITY_001,2023-09-11,101.5179,-0.011056,0.193166
MF_EQUITY_001,2023-09-12,102.759,0.012226,0.191609
MF_EQUITY_001,2023-09-13,102.8622,0.001004,0.191142
MF_EQUITY_001,2023-09-14,102.7442,-0.001147,0.187868
MF_EQUITY_001,2023-09-15,102.6425,-0.00099,0.188089
MF_EQUITY_001,2023-09-18,103.6057,0.009384,0.187621
MF_EQUITY_001,2023-09-19,103.095,-0.00493,0.188723
MF_EQUITY_001,2023-09-20,104.1078,0.009825,0.183791
MF_EQUITY_001,2023-09-21,105.4661,0.013047,0.183769
MF_EQUITY_001,2023-09-22,105.0858,-0.003606,0.179893
MF_EQUITY_001,2023-09-25,103.9706,-0.010613,0.18212
MF_EQUITY_001,2023-09-26,103.3826,-0.005656,0.179641
MF_EQUITY_001,2023-09-27,104.3152,0.009021,0.178312
MF_EQUITY_001,2023-09-28,104.4832,0.00161,0.172437
MF_EQUITY_001,2023-09-29,105.3254,0.008061,0.171901
MF_EQUITY_001,2023-10-02,107.6062,0.021655,0.176649
MF_EQUITY_001,2023-10-03,107.9583,0.003271,0.176451
MF_EQUITY_001,2023-10-04,106.9643,-0.009207,0.177504
MF_EQUITY_001,2023-10-05,108.375,0.013189,0.176702
MF_EQUITY_001,2023-10-06,108.496,0.001116,0.176759
MF_EQUITY_001,2023-10-09,109.6861,0.010969,0.169154
MF_EQUITY_001,2023-10-10,111.1443,0.013294,0.167227
MF_EQUITY_001,2023-10-11,109.9209,-0.011008,0.171682
MF_EQUITY_001,2023-10-12,111.7988,0.017084,0.175037
MF_EQUITY_001,2023-10-13,113.069,0.011361,0.173396
MF_EQUITY_001,2023-10-16,112.3061,-0.006747,0.175976
MF_EQUITY_001,2023-10-17,112.7725,0.004153,0.151929
MF_EQUITY_001,2023-10-18,113.177,0.003586,0.151916
MF_EQUITY_001,2023-10-19,113.2661,0.000787,0.140878
MF_EQUITY_001,2023-10-20,114.5078,0.010963,0.142225
MF_EQUITY_001,2023-10-23,116.5401,0.017748,0.140771
MF_EQUITY_001,2023-10-24,116.6086,0.000588,0.139361
MF_EQUITY_001,2023-10-25,118.5292,0.016471,0.143372
MF_EQUITY_001,2023-10-26,119.9941,0.012358,0.143866
MF_EQUITY_001,2023-10-27,120.3886,0.003288,0.14279
MF_EQUITY_001,2023-10-30,120.7033,0.002614,0.142484
MF_EQUITY_001,2023-10-31,119.0942,-0.013331,0.14955
MF_EQUITY_001,2023-11-01,117.009,-0.017509,0.162124
MF_EQUITY_001,2023-11-02,117.2992,0.00248,0.159849
MF_EQUITY_001,2023-11-03,116.153,-0.009771,0.163227
MF_EQUITY_001,2023-11-06,116.1559,2.4e-05,0.158127
MF_EQUITY_001,2023-11-07,115.4687,-0.005916,0.158263
MF_EQUITY_001,2023-11-08,113.0482,-0.020962,0.172762
MF_EQUITY_001,2023-11-09,113.5895,0.004788,0.172827
MF_EQUITY_001,2023-11-10,113.0812,-0.004474,0.173358
MF_EQUITY_001,2023-11-13,113.2466,0.001462,0.163496
MF_EQUITY_001,2023-11-14,112.0895,-0.010217,0.167044
MF_EQUITY_001,2023-11-15,111.6952,-0.003518,0.164731
MF_EQUITY_001,2023-11-16,113.8425,0.019225,0.169319
MF_EQUITY_001,2023-11-17,114.075,0.002043,0.169313
MF_EQUITY_001,2023-11-20,114.8844,0.007095,0.167841
MF_EQUITY_001,2023-11-21,113.1898,-0.01475,0.170519
MF_EQUITY_001,2023-11-22,116.4913,0.029168,0.185703
MF_EQUITY_001,2023-11-23,119.1265,0.022621,0.190249
MF_EQUITY_001,2023-11-24,121.1351,0.016861,0.193198
MF_EQUITY_001,2023-11-27,122.4004,0.010445,0.192572
MF_EQUITY_001,2023-11-28,122.4838,0.000682,0.192645
MF_EQUITY_001,2023-11-29,123.1948,0.005805,0.192828
MF_EQUITY_001,2023-11-30,124.8058,0.013076,0.194935
MF_EQUITY_001,2023-12-01,123.9268,-0.007043,0.195777
MF_EQUITY_001,2023-12-04,123.3277,-0.004834,0.191601
MF_EQUITY_001,2023-12-05,120.9192,-0.01953,0.20147
MF_EQUITY_001,2023-12-06,119.8597,-0.008762,0.198193
MF_EQUITY_001,2023-12-07,122.3091,0.020436,0.203717
MF_EQUITY_001,2023-12-08,121.8797,-0.003511,0.203925
MF_EQUITY_001,2023-12-11,121.4758,-0.003314,0.204112
MF_EQUITY_001,2023-12-12,121.9997,0.004313,0.200248
MF_EQUITY_001,2023-12-13,119.7004,-0.018847,0.20135
MF_EQUITY_001,2023-12-14,121.1182,0.011845,0.203829
MF_EQUITY_001,2023-12-15,123.0194,0.015697,0.205333
MF_EQUITY_001,2023-12-18,123.6379,0.005028,0.205427
MF_EQUITY_001,2023-12-19,126.1497,0.020316,0.210469
MF_EQUITY_001,2023-12-20,124.2043,-0.015422,0.205534
MF_EQUITY_001,2023-12-21,127.0143,0.022625,0.213077
MF_EQUITY_001,2023-12-22,125.9641,-0.008269,0.214638
MF_EQUITY_001,2023-12-25,124.0924,-0.014859,0.221222
MF_EQUITY_001,2023-12-26,123.8009,-0.002349,0.218248
MF_EQUITY_001,2023-12-27,126.6439,0.022964,0.224354
MF_EQUITY_001,2023-12-28,126.6776,0.000267,0.220076
MF_EQUITY_001,2023-12-29,125.3233,-0.010691,0.22395
MF_EQUITY_001,2024-01-01,123.4385,-0.015039,0.229748
MF_EQUITY_001,2024-01-02,123.3446,-0.000761,0.224131
MF_EQUITY_001,2024-01-03,120.4534,-0.02344,0.222541
MF_EQUITY_001,2024-01-04,118.6343,-0.015102,0.21781
MF_EQUITY_001,2024-01-05,120.8903,0.019017,0.219348
MF_EQUITY_001,2024-01-08,122.8704,0.016379,0.22245
MF_EQUITY_001,2024-01-09,122.7425,-0.001041,0.222475
MF_EQUITY_001,2024-01-10,122.118,-0.005088,0.222316
MF_EQUITY_001,2024-01-11,122.2648,0.001202,0.218791
MF_EQUITY_001,2024-01-12,125.7709,0.028676,0.23363
MF_EQUITY_001,2024-01-15,126.445,0.00536,0.233439
MF_EQUITY_001,2024-01-16,127.8886,0.011417,0.227004
MF_EQUITY_001,2024-01-17,127.6418,-0.001929,0.225053
MF_EQUITY_001,2024-01-18,127.7989,0.001231,0.218309
MF_EQUITY_001,2024-01-19,128.8553,0.008266,0.218602
MF_EQUITY_001,2024-01-22,129.1147,0.002013,0.218032
MF_EQUITY_001,2024-01-23,126.2395,-0.022269,0.229049
MF_EQUITY_001,2024-01-24,128.2425,0.015866,0.224649
MF_EQUITY_001,2024-01-25,127.36,-0.006882,0.224361
MF_EQUITY_001,2024-01-26,130.6504,0.025836,0.231636
MF_EQUITY_001,2024-01-29,131.7926,0.008742,0.232291
MF_EQUITY_001,2024-01-30,131.9707,0.001352,0.225878
MF_EQUITY_001,2024-01-31,132.7324,0.005772,0.22028
MF_EQUITY_001,2024-02-01,132.626,-0.000802,0.211806
MF_EQUITY_001,2024-02-02,131.9181,-0.005337,0.210795
MF_EQUITY_001,2024-02-05,132.3127,0.002991,0.204932
MF_EQUITY_001,2024-02-06,133.784,0.01112,0.206038
MF_EQUITY_001,2024-02-07,133.1052,-0.005074,0.197904
MF_EQUITY_001,2024-02-08,132.1778,-0.006967,0.199474
MF_EQUITY_001,2024-02-09,131.6801,-0.003766,0.19679
MF_EQUITY_001,2024-02-12,133.2502,0.011924,0.192296
MF_EQUITY_001,2024-02-13,135.6395,0.017931,0.197011
MF_EQUITY_001,2024-02-14,136.2966,0.004844,0.180042
MF_EQUITY_001,2024-02-15,137.3155,0.007476,0.170667
MF_EQUITY_001,2024-02-16,136.3465,-0.007056,0.168701
MF_EQUITY_001,2024-02-19,137.8492,0.011021,0.165997
MF_EQUITY_001,2024-02-20,138.8308,0.007121,0.165574
MF_EQUITY_001,2024-02-21,137.7172,-0.008022,0.167209
MF_EQUITY_001,2024-02-22,134.8317,-0.020952,0.182168
MF_EQUITY_001,2024-02-23,132.9243,-0.014147,0.172412
MF_EQUITY_001,2024-02-26,131.9233,-0.00753,0.174204
MF_EQUITY_001,2024-02-27,133.8287,0.014443,0.175917
MF_EQUITY_001,2024-02-28,136.3894,0.019134,0.182733
MF_EQUITY_001,2024-02-29,135.7383,-0.004774,0.183857
MF_EQUITY_001,2024-03-01,135.1417,-0.004395,0.183814
MF_EQUITY_001,2024-03-04,135.6336,0.003639,0.183902
MF_EQUITY_001,2024-03-05,135.7211,0.000646,0.169358
MF_EQUITY_001,2024-03-06,137.3052,0.011671,0.166894
MF_EQUITY_001,2024-03-07,136.5118,-0.005778,0.166394
MF_EQUITY_001,2024-03-08,138.1349,0.01189,0.15373
MF_EQUITY_001,2024-03-11,137.8074,-0.002371,0.152806
MF_EQUITY_001,2024-03-12,139.2885,0.010748,0.155118
MF_EQUITY_001,2024-03-13,138.9051,-0.002752,0.155211
MF_EQUITY_001,2024-03-14,137.9526,-0.006857,0.156994
MF_EQUITY_001,2024-03-15,141.1873,0.023448,0.168097
MF_EQUITY_001,2024-03-18,143.0627,0.013283,0.171074
MF_EQUITY_001,2024-03-19,140.0577,-0.021005,0.182246
MF_EQUITY_001,2024-03-20,139.3768,-0.004861,0.18218
MF_EQUITY_001,2024-03-21,141.4618,0.014959,0.184292
MF_EQUITY_001,2024-03-22,139.5011,-0.01386,0.189443
MF_EQUITY_001,2024-03-25,140.861,0.009748,0.188555
MF_EQUITY_001,2024-03-26,142.059,0.008505,0.183512
MF_EQUITY_001,2024-03-27,140.9382,-0.00789,0.185263
MF_EQUITY_001,2024-03-28,140.9937,0.000394,0.184307
MF_EQUITY_001,2024-03-29,137.5281,-0.02458,0.197449
MF_EQUITY_002,2023-01-02,141.788,0.021745,
MF_EQUITY_002,2023-01-03,140.4544,-0.009406,
MF_EQUITY_002,2023-01-04,139.9829,-0.003357,
MF_EQUITY_002,2023-01-05,140.7465,0.005455,
MF_EQUITY_002,2023-01-06,139.8648,-0.006265,0.198945
MF_EQUITY_002,2023-01-09,138.5547,-0.009367,0.191694
MF_EQUITY_002,2023-01-10,139.0292,0.003424,0.176337
MF_EQUITY_002,2023-01-11,139.5074,0.00344,0.164194
MF_EQUITY_002,2023-01-12,138.7285,-0.005583,0.157156
MF_EQUITY_002,2023-01-13,138.0137,-0.005152,0.150416
MF_EQUITY_002,2023-01-16,138.467,0.003285,0.143847
MF_EQUITY_002,2023-01-17,136.1301,-0.016877,0.157093
MF_EQUITY_002,2023-01-18,133.899,-0.01639,0.163975
MF_EQUITY_002,2023-01-19,132.8115,-0.008121,0.159215
MF_EQUITY_002,2023-01-20,132.5378,-0.002061,0.15348
MF_EQUITY_002,2023-01-23,133.0985,0.004231,0.151039
MF_EQUITY_002,2023-01-24,135.5215,0.018204,0.166672
MF_EQUITY_002,2023-01-25,136.984,0.010792,0.167948
MF_EQUITY_002,2023-01-26,136.7896,-0.001419,0.163239
MF_EQUITY_002,2023-01-27,136.8268,0.000272,0.158923
MF_EQUITY_002,2023-01-30,135.2491,-0.01153,0.159412
MF_EQUITY_002,2023-01-31,135.2867,0.000278,0.155648
MF_EQUITY_002,2023-02-01,134.8857,-0.002964,0.152193
MF_EQUITY_002,2023-02-02,135.4755,0.004373,0.149935
MF_EQUITY_002,2023-02-03,134.1984,-0.009427,0.149221
MF_EQUITY_002,2023-02-06,135.1019,0.006732,0.148327
MF_EQUITY_002,2023-02-07,137.6543,0.018893,0.157619
MF_EQUITY_002,2023-02-08,137.5435,-0.000805,0.154682
MF_EQUITY_002,2023-02-09,138.2753,0.005321,0.152786
MF_EQUITY_002,2023-02-10,139.4896,0.008782,0.15231
MF_EQUITY_002,2023-02-13,138.8878,-0.004315,0.138393
MF_EQUITY_002,2023-02-14,139.3307,0.003189,0.136268
MF_EQUITY_002,2023-02-15,139.4214,0.000651,0.135964
MF_EQUITY_002,2023-02-16,139.6545,0.001672,0.13506
MF_EQUITY_002,2023-02-17,138.4289,-0.008776,0.136227
MF_EQUITY_002,2023-02-20,138.5388,0.000794,0.133512
MF_EQUITY_002,2023-02-21,139.436,0.006476,0.134476
MF_EQUITY_002,2023-02-22,141.9338,0.017914,0.14379
MF_EQUITY_002,2023-02-23,143.6386,0.012011,0.146221
MF_EQUITY_002,2023-02-24,147.4218,0.026338,0.161967
MF_EQUITY_002,2023-02-27,146.138,-0.008708,0.165003
MF_EQUITY_002,2023-02-28,147.7409,0.010968,0.157086
MF_EQUITY_002,2023-03-01,148.1398,0.0027,0.14621
MF_EQUITY_002,2023-03-02,152.1066,0.026778,0.156879
MF_EQUITY_002,2023-03-03,150.7073,-0.0092,0.160819
MF_EQUITY_002,2023-03-06,149.264,-0.009577,0.165803
MF_EQUITY_002,2023-03-07,148.265,-0.006693,0.162788
MF_EQUITY_002,2023-03-08,144.5604,-0.024987,0.180109
MF_EQUITY_002,2023-03-09,143.7206,-0.005809,0.181249
MF_EQUITY_002,2023-03-10,142.4832,-0.00861,0.183674
MF_EQUITY_002,2023-03-13,142.8116,0.002305,0.179531
MF_EQUITY_002,2023-03-14,143.4687,0.004601,0.179634
MF_EQUITY_002,2023-03-15,146.7705,0.023014,0.188909
MF_EQUITY_002,2023-03-16,148.5178,0.011905,0.190677
MF_EQUITY_002,2023-03-17,147.5639,-0.006423,0.189149
MF_EQUITY_002,2023-03-20,146.0468,-0.010281,0.19281
MF_EQUITY_002,2023-03-21,146.982,0.006403,0.186989
MF_EQUITY_002,2023-03-22,144.7268,-0.015343,0.193683
MF_EQUITY_002,2023-03-23,147.9799,0.022478,0.202595
MF_EQUITY_002,2023-03-24,150.1483,0.014653,0.204918
MF_EQUITY_002,2023-03-27,149.3781,-0.00513,0.205168
MF_EQUITY_002,2023-03-28,146.3819,-0.020058,0.215312
MF_EQUITY_002,2023-03-29,148.8333,0.016746,0.219618
MF_EQUITY_002,2023-03-30,148.7031,-0.000874,0.219802
MF_EQUITY_002,2023-03-31,150.9863,0.015354,0.220468
MF_EQUITY_002,2023-04-03,148.1729,-0.018633,0.229169
MF_EQUITY_002,2023-04-04,147.1813,-0.006693,0.230281
MF_EQUITY_002,2023-04-05,147.2641,0.000563,0.225235
MF_EQUITY_002,2023-04-06,147.4208,0.001064,0.222946
MF_EQUITY_002,2023-04-07,146.6983,-0.004901,0.21006
MF_EQUITY_002,2023-04-10,147.8681,0.007974,0.209669
MF_EQUITY_002,2023-04-11,146.0476,-0.012311,0.210401
MF_EQUITY_002,2023-04-12,145.8711,-0.001209,0.210222
MF_EQUITY_002,2023-04-13,146.1546,0.001944,0.193987
MF_EQUITY_002,2023-04-14,147.13,0.006673,0.193794
MF_EQUITY_002,2023-04-17,148.4599,0.009039,0.193919
MF_EQUITY_002,2023-04-18,146.5306,-0.012996,0.19662
MF_EQUITY_002,2023-04-19,143.9063,-0.017909,0.189858
MF_EQUITY_002,2023-04-20,146.1847,0.015832,0.194489
MF_EQUITY_002,2023-04-21,146.8407,0.004488,0.192774
MF_EQUITY_002,2023-04-24,145.5952,-0.008482,0.194701
MF_EQUITY_002,2023-04-25,148.3781,0.019114,0.201638
MF_EQUITY_002,2023-04-26,148.6583,0.001888,0.190782
MF_EQUITY_002,2023-04-27,150.8363,0.014652,0.192369
MF_EQUITY_002,2023-04-28,151.034,0.00131,0.191222
MF_EQUITY_002,2023-05-01,154.8444,0.025229,0.200727
MF_EQUITY_002,2023-05-02,158.1835,0.021564,0.208266
MF_EQUITY_002,2023-05-03,157.79,-0.002488,0.201913
MF_EQUITY_002,2023-05-04,159.7085,0.012159,0.195355
MF_EQUITY_002,2023-05-05,161.0252,0.008245,0.192791
MF_EQUITY_002,2023-05-08,163.7504,0.016924,0.195872
MF_EQUITY_002,2023-05-09,161.9362,-0.011079,0.18821
MF_EQUITY_002,2023-05-10,163.3503,0.008733,0.184687
