date,amfi_code,nav,daily_return
2022-03-23,100000,101.1616,
2022-03-24,100000,102.7683,
2022-03-25,100000,102.1547,
2022-03-28,100000,103.3198,
2022-03-29,100000,104.2854,
2022-03-30,100000,104.9205,
2022-03-31,100000,105.0142,
2022-04-01,100000,104.6717,
2022-04-04,100000,105.3115,
2022-04-05,100000,106.7743,
2022-04-06,100000,104.9047,
2022-04-07,100000,103.6804,
2022-04-08,100000,103.6975,
2022-04-11,100000,104.0779,
2022-04-12,100000,105.9525,
2022-04-13,100000,104.5495,
2022-04-14,100000,103.2911,
2022-04-15,100000,103.1776,
2022-04-18,100000,103.2432,
2022-04-19,100000,104.1306,
2022-04-20,100000,104.0667,
2022-04-21,100000,104.8464,
2022-04-22,100000,106.9693,
2022-04-25,100000,106.7487,
2022-04-26,100000,104.0605,
2022-04-27,100000,104.7928,
2022-04-28,100000,104.6975,
2022-04-29,100000,104.5554,
2022-05-02,100000,105.3161,
2022-05-03,100000,104.9798,
2022-05-04,100000,103.9875,
2022-05-05,100000,104.3402,
2022-05-06,100000,104.3125,
2022-05-09,100000,104.4182,
2022-05-10,100000,105.6918,
2022-05-11,100000,107.9726,
2022-05-12,100000,108.4017,
2022-05-13,100000,106.976,
2022-05-16,100000,106.8471,
2022-05-17,100000,107.4587,
2022-05-18,100000,108.0903,
2022-05-19,100000,108.5315,
2022-05-20,100000,108.4591,
2022-05-23,100000,107.7224,
2022-05-24,100000,107.9814,
2022-05-25,100000,108.0822,
2022-05-26,100000,108.8852,
2022-05-27,100000,110.8541,
2022-05-30,100000,111.1519,
2022-05-31,100000,109.5397,
2022-06-01,100000,110.0625,
2022-06-02,100000,109.7478,
2022-06-03,100000,112.1612,
2022-06-06,100000,112.1211,
2022-06-07,100000,111.1154,
2022-06-08,100000,111.9386,
2022-06-09,100000,112.0541,
2022-06-10,100000,111.2507,
2022-06-13,100000,113.1803,
2022-06-14,100000,112.5058,
2022-06-15,100000,112.7087,
2022-06-16,100000,109.0036,
2022-06-17,100000,109.6424,
2022-06-20,100000,111.4869,
2022-06-21,100000,111.7603,
2022-06-22,100000,107.5244,
2022-06-23,100000,106.7625,
2022-06-24,100000,108.7559,
2022-06-27,100000,109.0107,
2022-06-28,100000,107.2819,
2022-06-29,100000,106.2162,
2022-06-30,100000,105.7534,
2022-07-01,100000,104.4374,
2022-07-04,100000,103.1932,
2022-07-05,100000,103.9949,
2022-07-06,100000,104.9739,
2022-07-07,100000,102.4109,
2022-07-08,100000,104.1076,
2022-07-11,100000,104.3709,
2022-07-12,100000,105.1459,
2022-07-13,100000,103.576,
2022-07-14,100000,104.0555,
2022-07-15,100000,104.3555,
2022-07-18,100000,103.7886,
2022-07-19,100000,106.527,
2022-07-20,100000,105.3137,
2022-07-21,100000,104.5353,
2022-07-22,100000,104.2963,
2022-07-25,100000,103.5575,
2022-07-26,100000,104.5405,
2022-07-27,100000,106.0989,
2022-07-28,100000,108.5253,
2022-07-29,100000,106.778,
2022-08-01,100000,106.8534,
2022-08-02,100000,107.4947,
2022-08-03,100000,106.2751,
2022-08-04,100000,106.4295,
2022-08-05,100000,107.3334,
2022-08-08,100000,106.3974,
2022-08-09,100000,107.1883,
2022-08-10,100000,107.0539,
2022-08-11,100000,106.1694,
2022-08-12,100000,106.001,
2022-08-15,100000,106.5022,
2022-08-16,100000,104.988,
2022-08-17,100000,101.4125,
2022-08-18,100000,102.5765,
2022-08-19,100000,103.4417,
2022-08-22,100000,103.5385,
2022-08-23,100000,102.7314,
2022-08-24,100000,101.2824,
2022-08-25,100000,101.1561,
2022-08-26,100000,101.8729,
2022-08-29,100000,102.2335,
2022-08-30,100000,101.3243,
2022-08-31,100000,101.8761,
2022-09-01,100000,101.8682,
2022-09-02,100000,101.3803,
2022-09-05,100000,102.1369,
2022-09-06,100000,101.7282,
2022-09-07,100000,103.1815,
2022-09-08,100000,102.8174,
2022-09-09,100000,102.0774,
2022-09-12,100000,101.6872,
2022-09-13,100000,100.5864,
2022-09-14,100000,101.6835,
2022-09-15,100000,100.7629,
2022-09-16,100000,101.5253,
2022-09-19,100000,99.4808,
2022-09-20,100000,101.7025,
2022-09-21,100000,103.0893,
2022-09-22,100000,103.3832,
2022-09-23,100000,103.5119,
2022-09-26,100000,104.291,
2022-09-27,100000,105.4982,
2022-09-28,100000,105.881,
2022-09-29,100000,107.651,
2022-09-30,100000,106.7936,
2022-10-03,100000,107.7947,
2022-10-04,100000,107.8672,
2022-10-05,100000,106.9284,
2022-10-06,100000,107.4967,
2022-10-07,100000,107.5631,
2022-10-10,100000,110.6629,
2022-10-11,100000,108.9377,
2022-10-12,100000,110.2108,
2022-10-13,100000,109.6285,
2022-10-14,100000,112.5302,
2022-10-17,100000,110.4035,
2022-10-18,100000,110.8266,
2022-10-19,100000,112.0116,
2022-10-20,100000,112.672,
2022-10-21,100000,112.8094,
2022-10-24,100000,114.1816,
2022-10-25,100000,116.3195,
2022-10-26,100000,115.0863,
2022-10-27,100000,116.3048,
2022-10-28,100000,119.4884,
2022-10-31,100000,119.1926,
2022-11-01,100000,120.567,
2022-11-02,100000,118.4365,
2022-11-03,100000,117.9216,
2022-11-04,100000,116.8013,
2022-11-07,100000,112.1098,
2022-11-08,100000,113.6308,
2022-11-09,100000,113.5778,
2022-11-10,100000,115.0797,
2022-11-11,100000,117.0521,
2022-11-14,100000,119.4664,
2022-11-15,100000,118.9366,
2022-11-16,100000,118.662,
2022-11-17,100000,117.5364,
2022-11-18,100000,117.3293,
2022-11-21,100000,114.394,
2022-11-22,100000,113.7682,
2022-11-23,100000,110.9104,
2022-11-24,100000,111.3837,
2022-11-25,100000,110.0649,
2022-11-28,100000,108.6883,
2022-11-29,100000,107.7036,
2022-11-30,100000,107.4528,
2022-12-01,100000,107.361,
2022-12-02,100000,108.6222,
2022-12-05,100000,107.4989,
2022-12-06,100000,108.8259,
2022-12-07,100000,112.0009,
2022-12-08,100000,112.0806,
2022-12-09,100000,112.1823,
2022-12-12,100000,111.2628,
2022-12-13,100000,109.7271,
2022-12-14,100000,109.0261,
2022-12-15,100000,108.5873,
2022-12-16,100000,109.4529,
2022-12-19,100000,106.8673,
2022-12-20,100000,107.469,
2022-12-21,100000,108.2241,
2022-12-22,100000,107.8704,
2022-12-23,100000,108.0978,
2022-12-26,100000,106.3976,
2022-12-27,100000,103.9573,
2022-12-28,100000,105.3621,
2022-12-29,100000,105.6718,
2022-12-30,100000,106.1435,
2023-01-02,100000,106.3788,
2023-01-03,100000,106.9715,
2023-01-04,100000,106.9194,
2023-01-05,100000,106.536,
2023-01-06,100000,105.8906,
2023-01-09,100000,104.6671,
2023-01-10,100000,103.6562,
2023-01-11,100000,102.3131,
2023-01-12,100000,100.5028,
2023-01-13,100000,97.9486,
2023-01-16,100000,97.8467,
2023-01-17,100000,98.6019,
2023-01-18,100000,98.5585,
2023-01-19,100000,99.6068,
2023-01-20,100000,99.3492,
2023-01-23,100000,100.5219,
2023-01-24,100000,101.1879,
2023-01-25,100000,101.4958,
2023-01-26,100000,100.9262,
2023-01-27,100000,100.5649,
2023-01-30,100000,102.4922,
2023-01-31,100000,102.314,
2023-02-01,100000,103.3981,
2023-02-02,100000,102.6721,
2023-02-03,100000,102.2972,
2023-02-06,100000,100.3108,
2023-02-07,100000,99.4592,
2023-02-08,100000,102.6647,
2023-02-09,100000,101.8496,
2023-02-10,100000,98.8094,
2023-02-13,100000,100.1177,
2023-02-14,100000,100.2316,
2023-02-15,100000,101.9597,
2023-02-16,100000,103.186,
2023-02-17,100000,103.8502,
2023-02-20,100000,106.717,
2023-02-21,100000,106.2954,
2023-02-22,100000,104.7806,
2023-02-23,100000,104.6651,
2023-02-24,100000,103.5778,
2023-02-27,100000,104.871,
2023-02-28,100000,105.3272,
2023-03-01,100000,106.3418,
2023-03-02,100000,105.2171,
2023-03-03,100000,105.2792,
2023-03-06,100000,103.49,
2023-03-07,100000,104.5725,
2023-03-08,100000,104.9797,
2023-03-09,100000,104.8932,
2023-03-10,100000,105.1627,
2023-03-13,100000,105.4525,
2023-03-14,100000,104.6347,
2023-03-15,100000,104.2017,
2023-03-16,100000,103.3562,
2023-03-17,100000,103.607,
2023-03-20,100000,104.0908,
2023-03-21,100000,105.0268,
2023-03-22,100000,103.7525,
2023-03-23,100000,105.5691,
2023-03-24,100000,104.9066,
2023-03-27,100000,104.6033,
2023-03-28,100000,105.5467,
2023-03-29,100000,103.9616,
2023-03-30,100000,102.9054,
2023-03-31,100000,104.9416,
2023-04-03,100000,108.2662,
2023-04-04,100000,109.0209,
2023-04-05,100000,109.7089,
2023-04-06,100000,107.1282,
2023-04-07,100000,108.5447,
2023-04-10,100000,108.7494,
2023-04-11,100000,108.0896,
2023-04-12,100000,109.1361,
2023-04-13,100000,107.1461,
2023-04-14,100000,107.2491,
2023-04-17,100000,104.3039,
2023-04-18,100000,103.3683,
2023-04-19,100000,103.8198,
2023-04-20,100000,104.8823,
2023-04-21,100000,105.4177,
2023-04-24,100000,106.2255,
2023-04-25,100000,103.0029,
2023-04-26,100000,101.3107,
2023-04-27,100000,102.2777,
2023-04-28,100000,99.9377,
2023-05-01,100000,100.146,
2023-05-02,100000,98.8331,
2023-05-03,100000,100.2471,
2023-05-04,100000,100.5947,
2023-05-05,100000,100.2108,
2023-05-08,100000,102.528,
2023-05-09,100000,99.8549,
2023-05-10,100000,98.6094,
2023-05-11,100000,96.7608,
2023-05-12,100000,96.0811,
2023-05-15,100000,96.2276,
2023-05-16,100000,97.8457,
2023-05-17,100000,100.1881,
2023-05-18,100000,97.7966,
2023-05-19,100000,97.6583,
2023-05-22,100000,96.712,
2023-05-23,100000,96.0008,
2023-05-24,100000,98.7669,
2023-05-25,100000,98.9331,
2023-05-26,100000,99.1447,
2023-05-29,100000,100.9888,
2023-05-30,100000,101.4916,
2023-05-31,100000,101.7965,
2023-06-01,100000,101.851,
2023-06-02,100000,102.0302,
2023-06-05,100000,101.549,
2023-06-06,100000,100.098,
2023-06-07,100000,101.2115,
2023-06-08,100000,102.3481,
2023-06-09,100000,104.1674,
2023-06-12,100000,104.0003,
2023-06-13,100000,104.8131,
2023-06-14,100000,103.2955,
2023-06-15,100000,105.1396,
2023-06-16,100000,106.3204,
2023-06-19,100000,105.9415,
2023-06-20,100000,105.0393,
2023-06-21,100000,104.0486,
2023-06-22,100000,104.8761,
2023-06-23,100000,105.4847,
2023-06-26,100000,104.1603,
2023-06-27,100000,104.4134,
2023-06-28,100000,104.658,
2023-06-29,100000,103.6358,
2023-06-30,100000,104.1303,
2023-07-03,100000,100.6234,
2023-07-04,100000,102.9408,
2023-07-05,100000,102.7091,
2023-07-06,100000,103.7928,
2023-07-07,100000,103.9119,
2023-07-10,100000,106.4075,
2023-07-11,100000,108.1551,
2023-07-12,100000,108.8546,
2023-07-13,100000,109.7459,
2023-07-14,100000,108.4096,
2023-07-17,100000,108.5136,
2023-07-18,100000,110.7086,
2023-07-19,100000,110.7476,
2023-07-20,100000,112.5398,
2023-07-21,100000,112.2748,
2023-07-24,100000,113.6322,
2023-07-25,100000,115.8134,
2023-07-26,100000,115.4391,
2023-07-27,100000,114.1365,
2023-07-28,100000,116.3359,
2023-07-31,100000,115.0729,
2023-08-01,100000,112.7362,
2023-08-02,100000,112.9345,
2023-08-03,100000,113.255,
2023-08-04,100000,113.6659,
2023-08-07,100000,113.9914,
2023-08-08,100000,114.1398,
2023-08-09,100000,114.9372,
2023-08-10,100000,115.6699,
2023-08-11,100000,117.1118,
2023-08-14,100000,119.4305,
2023-08-15,100000,120.8785,
2023-08-16,100000,121.4813,
2023-08-17,100000,121.4865,
2023-08-18,100000,122.4292,
2023-08-21,100000,122.673,
2023-08-22,100000,122.2908,
2023-08-23,100000,118.777,
2023-08-24,100000,117.691,
2023-08-25,100000,117.7895,
2023-08-28,100000,116.921,
2023-08-29,100000,116.8942,
2023-08-30,100000,118.8666,
2023-08-31,100000,118.4105,
2023-09-01,100000,118.4868,
2023-09-04,100000,118.0339,
2023-09-05,100000,118.7855,
2023-09-06,100000,122.5058,
2023-09-07,100000,123.1176,
2023-09-08,100000,121.8374,
2023-09-11,100000,123.6673,
2023-09-12,100000,123.4886,
2023-09-13,100000,121.9041,
2023-09-14,100000,119.7711,
2023-09-15,100000,119.5734,
2023-09-18,100000,120.8915,
2023-09-19,100000,120.442,
2023-09-20,100000,121.3785,
2023-09-21,100000,121.6154,
2023-09-22,100000,122.4742,
2023-09-25,100000,122.8712,
2023-09-26,100000,122.8276,
2023-09-27,100000,123.2188,
2023-09-28,100000,122.5678,
2023-09-29,100000,120.9002,
2023-10-02,100000,119.5691,
2023-10-03,100000,120.7803,
2023-10-04,100000,119.6275,
2023-10-05,100000,120.7255,
2023-10-06,100000,121.6331,
2023-10-09,100000,123.9777,
2023-10-10,100000,125.7954,
2023-10-11,100000,125.4245,
2023-10-12,100000,124.121,
2023-10-13,100000,122.4437,
2023-10-16,100000,120.0808,
2023-10-17,100000,121.2748,
2023-10-18,100000,121.5396,
2023-10-19,100000,122.2084,
2023-10-20,100000,122.8393,
2023-10-23,100000,124.4605,
2023-10-24,100000,122.591,
2023-10-25,100000,121.6422,
2023-10-26,100000,120.7778,
2023-10-27,100000,120.1799,
2023-10-30,100000,117.3739,
2023-10-31,100000,116.6182,
2023-11-01,100000,116.8666,
2023-11-02,100000,115.5921,
2023-11-03,100000,115.6649,
2023-11-06,100000,117.0081,
2023-11-07,100000,117.2844,
2023-11-08,100000,117.7159,
2023-11-09,100000,116.0731,
2023-11-10,100000,117.6009,
2023-11-13,100000,117.7329,
2023-11-14,100000,118.8486,
2023-11-15,100000,119.3314,
2023-11-16,100000,117.2703,
2023-11-17,100000,119.7786,
2023-11-20,100000,118.302,
2023-11-21,100000,117.8495,
2023-11-22,100000,118.1154,
2023-11-23,100000,117.5848,
2023-11-24,100000,117.8499,
2023-11-27,100000,118.3709,
2023-11-28,100000,120.8972,
2023-11-29,100000,122.3173,
2023-11-30,100000,121.5404,
2023-12-01,100000,122.4548,
2023-12-04,100000,119.8832,
2023-12-05,100000,120.9351,
2023-12-06,100000,121.2199,
2023-12-07,100000,121.1261,
2023-12-08,100000,122.5954,
2023-12-11,100000,122.2153,
2023-12-12,100000,121.725,
2023-12-13,100000,121.9045,
2023-12-14,100000,121.4646,
2023-12-15,100000,121.6433,
2023-12-18,100000,121.3406,
2023-12-19,100000,116.864,
2023-12-20,100000,116.3062,
2023-12-21,100000,114.7602,
2023-12-22,100000,115.5205,
2023-12-25,100000,114.1461,
2023-12-26,100000,112.4835,
2023-12-27,100000,113.2997,
2023-12-28,100000,113.8358,
2023-12-29,100000,113.7567,
2024-01-01,100000,113.7991,
2024-01-02,100000,114.1216,
2024-01-03,100000,117.0838,
2024-01-04,100000,116.1281,
2024-01-05,100000,116.5237,
2024-01-08,100000,117.3283,
2024-01-09,100000,121.4731,
2024-01-10,100000,121.04,
2024-01-11,100000,120.72,
2024-01-12,100000,122.7483,
2024-01-15,100000,125.0032,
2024-01-16,100000,126.3594,
2024-01-17,100000,124.0993,
2024-01-18,100000,126.8574,
2024-01-19,100000,125.7513,
2024-01-22,100000,125.1019,
2024-01-23,100000,123.8461,
2024-01-24,100000,124.0963,
2024-01-25,100000,122.4483,
2024-01-26,100000,119.7851,
2024-01-29,100000,119.7777,
2024-01-30,100000,118.6152,
2024-01-31,100000,117.0273,
2024-02-01,100000,115.6167,
2024-02-02,100000,112.7777,
2024-02-05,100000,114.6782,
2024-02-06,100000,112.7884,
2024-02-07,100000,112.2961,
2024-02-08,100000,113.3523,
2024-02-09,100000,114.1902,
2024-02-12,100000,115.175,
2024-02-13,100000,118.074,
2024-02-14,100000,117.1196,
2024-02-15,100000,119.8668,
2024-02-16,100000,119.0591,
2024-02-19,100000,119.7307,
2024-02-20,100000,120.5546,
2024-02-21,100000,120.729,
2024-02-22,100000,121.9443,
2024-02-23,100000,124.8744,
2024-02-26,100000,125.1892,
2024-02-27,100000,122.9312,
2024-02-28,100000,121.9676,
2024-02-29,100000,123.3666,
2024-03-01,100000,121.1798,
2024-03-04,100000,122.2592,
2024-03-05,100000,122.113,
2024-03-06,100000,119.1153,
2024-03-07,100000,117.5763,
2024-03-08,100000,116.6865,
2024-03-11,100000,116.0716,
2024-03-12,100000,115.1132,
2024-03-13,100000,114.4394,
2024-03-14,100000,114.4469,
2024-03-15,100000,112.454,
2024-03-18,100000,111.4214,
2024-03-19,100000,111.2591,
2024-03-20,100000,112.0617,
2024-03-21,100000,111.5894,
2024-03-22,100000,111.3997,
2024-03-25,100000,110.7917,
2024-03-26,100000,109.5045,
2024-03-27,100000,109.6466,
2024-03-28,100000,110.2042,
2024-03-29,100000,109.5367,
2024-04-01,100000,110.0722,
2024-04-02,100000,113.3371,
2024-04-03,100000,114.2315,
2024-04-04,100000,113.4461,
2024-04-05,100000,112.6215,
2024-04-08,100000,113.2001,
2024-04-09,100000,111.9702,
2024-04-10,100000,113.2394,
2024-04-11,100000,114.1286,
2024-04-12,100000,113.6236,
2024-04-15,100000,112.5496,
2024-04-16,100000,109.8375,
2024-04-17,100000,110.3285,
2024-04-18,100000,110.2112,
2024-04-19,100000,110.3809,
2024-04-22,100000,108.1993,
2024-04-23,100000,108.0345,
2024-04-24,100000,108.8071,
2024-04-25,100000,109.2369,
2024-04-26,100000,106.7435,
2024-04-29,100000,107.047,
2024-04-30,100000,106.2868,
2024-05-01,100000,106.8244,
2024-05-02,100000,106.6471,
2024-05-03,100000,109.8668,
2024-05-06,100000,106.6794,
2024-05-07,100000,108.0754,
2024-05-08,100000,107.3413,
2024-05-09,100000,106.1699,
2024-05-10,100000,105.2335,
2024-05-13,100000,105.4995,
2024-05-14,100000,105.5734,
2024-05-15,100000,106.1037,
2024-05-16,100000,105.3682,
2024-05-17,100000,103.6881,
2024-05-20,100000,101.5624,
2024-05-21,100000,101.6157,
2024-05-22,100000,101.4214,
2024-05-23,100000,102.7643,
2024-05-24,100000,103.7097,
2024-05-27,100000,104.5385,
2024-05-28,100000,104.1984,
2024-05-29,100000,104.4699,
2024-05-30,100000,105.2397,
2024-05-31,100000,104.9148,
2024-06-03,100000,103.4236,
2024-06-04,100000,101.6598,
2024-06-05,100000,100.9913,
2024-06-06,100000,103.2578,
2024-06-07,100000,104.6588,
2024-06-10,100000,104.9508,
2024-06-11,100000,103.9798,
2024-06-12,100000,103.406,
2024-06-13,100000,104.3818,
2024-06-14,100000,104.8765,
2024-06-17,100000,105.6951,
2024-06-18,100000,105.5513,
2024-06-19,100000,102.2642,
2024-06-20,100000,101.1934,
2024-06-21,100000,100.9092,
2024-06-24,100000,100.2077,
2024-06-25,100000,100.1515,
2024-06-26,100000,100.2133,
2024-06-27,100000,101.1525,
2024-06-28,100000,100.2046,
2024-07-01,100000,98.7564,
2024-07-02,100000,98.2156,
2024-07-03,100000,99.4228,
2024-07-04,100000,98.2464,
2024-07-05,100000,95.5787,
2024-07-08,100000,94.5792,
2024-07-09,100000,93.4577,
2024-07-10,100000,94.8944,
2024-07-11,100000,95.512,
2024-07-12,100000,96.1992,
2024-07-15,100000,96.6391,
2024-07-16,100000,99.5143,
2024-07-17,100000,98.6644,
2024-07-18,100000,98.6894,
2024-07-19,100000,98.3696,
2024-07-22,100000,98.7855,
2024-07-23,100000,96.2739,
2024-07-24,100000,95.6842,
2024-07-25,100000,95.1275,
2024-07-26,100000,93.513,
2024-07-29,100000,94.229,
2024-07-30,100000,93.8702,
2024-07-31,100000,93.7624,
2024-08-01,100000,92.0706,
2024-08-02,100000,93.4099,
2024-08-05,100000,93.9312,
2024-08-06,100000,97.0757,
2024-08-07,100000,97.7476,
2024-08-08,100000,99.1441,
2024-08-09,100000,98.2305,
2024-08-12,100000,97.9448,
2024-08-13,100000,99.4379,
2024-08-14,100000,99.7103,
2024-08-15,100000,99.5039,
2024-08-16,100000,96.8534,
2024-08-19,100000,97.5619,
2024-08-20,100000,97.3298,
2024-08-21,100000,96.5125,
2024-08-22,100000,95.6236,
2024-08-23,100000,95.8507,
2024-08-26,100000,95.9386,
2024-08-27,100000,95.4523,
2024-08-28,100000,95.763,
2024-08-29,100000,96.543,
2024-08-30,100000,96.5639,
2024-09-02,100000,94.8798,
2024-09-03,100000,94.815,
2024-09-04,100000,97.0999,
2024-09-05,100000,97.3818,
2024-09-06,100000,96.5973,
2024-09-09,100000,96.0439,
2024-09-10,100000,96.2496,
2024-09-11,100000,96.8425,
2024-09-12,100000,95.244,
2024-09-13,100000,94.5344,
2024-09-16,100000,96.024,
2024-09-17,100000,93.454,
2024-09-18,100000,93.4373,
2024-09-19,100000,93.7317,
2024-09-20,100000,93.2655,
2024-09-23,100000,92.8922,
2024-09-24,100000,94.22,
2024-09-25,100000,95.479,
2024-09-26,100000,95.0216,
2024-09-27,100000,95.981,
2024-09-30,100000,95.2676,
2024-10-01,100000,93.8085,
2024-10-02,100000,94.436,
2024-10-03,100000,95.0336,
2024-10-04,100000,95.383,
2024-10-07,100000,93.5434,
2024-10-08,100000,95.4814,
2024-10-09,100000,94.3527,
2024-10-10,100000,94.3239,
2024-10-11,100000,94.0461,
2024-10-14,100000,94.7101,
2024-10-15,100000,95.4891,
2024-10-16,100000,96.1211,
2024-10-17,100000,96.2678,
2024-10-18,100000,96.3931,
2024-10-21,100000,97.0455,
2024-10-22,100000,96.2085,
2024-10-23,100000,96.9644,
2024-10-24,100000,98.2518,
2024-10-25,100000,99.3631,
2024-10-28,100000,98.8602,
2024-10-29,100000,98.2891,
2024-10-30,100000,97.1027,
2024-10-31,100000,97.3094,
2024-11-01,100000,97.4323,
2024-11-04,100000,97.997,
2024-11-05,100000,97.6335,
2024-11-06,100000,98.4764,
2024-11-07,100000,100.1423,
2024-11-08,100000,100.7795,
2024-11-11,100000,99.3745,
2024-11-12,100000,99.5221,
2024-11-13,100000,98.5624,
2024-11-14,100000,99.2214,
2024-11-15,100000,97.9808,
2024-11-18,100000,97.7027,
2024-11-19,100000,98.3283,
2024-11-20,100000,98.2736,
2024-11-21,100000,98.1531,
2024-11-22,100000,98.2609,
2024-11-25,100000,95.3724,
2024-11-26,100000,95.1373,
2024-11-27,100000,95.3135,
2024-11-28,100000,95.4836,
2024-11-29,100000,94.4234,
2024-12-02,100000,95.6126,
2024-12-03,100000,96.0678,
2024-12-04,100000,96.1716,
2024-12-05,100000,97.2581,
2024-12-06,100000,96.5148,
2024-12-09,100000,96.8371,
2024-12-10,100000,97.4182,
2024-12-11,100000,100.1189,
